Loan_ID,Group_ID,Group_Size,Years_in_Group,Group_Savings,Group_Loan_Repayment_Rate,Meeting_Attendance_Pct,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP000595,WSHG0192,13,3,28234.09,0.71,72.9,Female,Yes,0,Not Graduate,No,5562,1104,330.0,360,,Urban,Y
LP000596,WSHG0177,18,3,26753.41,0.78,69.7,Female,No,0,Graduate,Yes,8934,1270,106.0,240,0.0,Semiurban,N
LP000597,WSHG0099,16,1,70356.05,0.85,93.4,Female,Yes,0,Not Graduate,Yes,9905,2902,398.0,300,0.0,Rural,N
LP000598,WSHG0036,10,7,55452.72,0.94,62.2,Female,Yes,0,Not Graduate,Yes,3117,4744,350.0,360,1.0,Urban,Y
LP000599,WSHG0096,13,5,64751.1,0.68,98.3,Female,Yes,0,Not Graduate,Yes,4030,1409,43.0,120,1.0,Semiurban,Y
LP000600,WSHG0152,13,4,23785.09,0.65,97.9,Female,Yes,3+,Not Graduate,Yes,4833,3646,378.0,240,1.0,Urban,Y
LP000601,WSHG0151,18,10,51865.56,0.99,62.4,Female,No,1,Graduate,Yes,8734,1330,160.0,360,1.0,Semiurban,Y
LP000602,WSHG0190,15,4,47880.95,0.64,67.4,Female,Yes,,Not Graduate,Yes,11289,4723,267.0,240,1.0,Rural,Y
LP000603,WSHG0037,18,14,67462.28,0.79,94.8,Female,Yes,0,Graduate,Yes,7268,2054,,300,1.0,Semiurban,Y
LP000604,WSHG0012,15,4,72956.53,0.83,98.3,Female,Yes,2,Graduate,No,9207,953,,300,1.0,Semiurban,Y
LP000605,WSHG0113,15,6,5911.76,0.82,72.2,Female,Yes,3+,Not Graduate,Yes,2011,1842,167.0,300,1.0,Rural,N
LP000606,WSHG0183,14,8,55551.49,0.63,66.0,Female,No,0,Not Graduate,Yes,6582,2802,298.0,180,1.0,Semiurban,Y
LP000607,WSHG0013,14,8,8887.68,0.62,76.3,Female,Yes,0,Not Graduate,,8360,9,257.0,480,1.0,Semiurban,Y
LP000608,WSHG0023,11,5,46164.4,0.64,84.4,Female,No,0,Graduate,No,1752,2609,230.0,120,1.0,Semiurban,Y
LP000609,WSHG0099,17,6,26572.45,0.83,63.7,Female,No,0,Graduate,,5633,121,171.0,360,1.0,Rural,Y
LP000610,WSHG0105,17,4,28008.24,0.82,86.8,Female,Yes,0,Graduate,Yes,10320,4782,129.0,180,1.0,Semiurban,Y
LP000611,WSHG0030,10,12,31471.89,0.69,52.6,Female,Yes,1,Graduate,Yes,4976,2560,167.0,300,1.0,Rural,Y
LP000612,WSHG0017,17,14,51596.93,0.86,52.5,Female,Yes,0,Graduate,No,10678,3037,197.0,240,1.0,Rural,Y
LP000613,WSHG0113,14,11,30053.75,0.93,69.3,Female,No,1,Graduate,No,3225,440,128.0,180,1.0,Rural,Y
LP000614,WSHG0062,11,13,59952.43,0.62,67.7,Female,Yes,0,Graduate,No,3593,2749,340.0,180,1.0,Rural,Y
LP000615,WSHG0084,11,9,35339.55,0.8,65.8,Female,Yes,3+,Not Graduate,Yes,3201,590,348.0,300,1.0,Rural,N
LP000616,WSHG0112,15,8,10126.49,0.88,74.6,Female,Yes,3+,Graduate,Yes,9996,1368,,360,1.0,Rural,Y
LP000617,WSHG0086,18,10,63781.99,0.7,66.0,Female,No,1,Not Graduate,Yes,7334,1989,384.0,180,0.0,Rural,N
LP000618,WSHG0141,10,12,26431.87,0.72,59.6,Female,Yes,1,Graduate,No,11972,1361,95.0,480,0.0,Urban,N
LP000619,WSHG0187,15,10,37457.52,0.85,65.5,Female,Yes,1,Not Graduate,No,5840,3773,364.0,240,1.0,Semiurban,Y
LP000620,WSHG0019,18,1,56408.29,0.96,98.7,Female,Yes,1,Not Graduate,No,4307,2064,358.0,300,1.0,Semiurban,Y
LP000621,WSHG0177,17,2,29934.21,0.92,70.6,Female,Yes,2,Graduate,Yes,7801,2415,76.0,240,1.0,Urban,Y
LP000622,WSHG0100,15,9,9243.92,0.83,72.2,Female,No,1,Not Graduate,Yes,9072,2951,366.0,300,1.0,Urban,Y
LP000623,WSHG0140,12,8,33044.08,0.89,78.8,Female,Yes,3+,Graduate,Yes,2524,2768,260.0,360,1.0,Urban,Y
LP000624,WSHG0189,17,14,75833.64,0.75,99.2,Female,No,3+,Not Graduate,No,4475,3416,337.0,360,1.0,Rural,Y
LP000625,WSHG0147,18,3,53130.08,0.86,62.1,Female,No,1,Graduate,No,10198,1576,175.0,240,1.0,Semiurban,Y
LP000626,WSHG0076,10,8,55360.94,0.79,84.1,Female,Yes,1,Not Graduate,Yes,6356,114,236.0,240,0.0,Urban,N
LP000627,WSHG0009,18,12,52421.16,0.68,85.8,Female,No,0,Graduate,Yes,8224,1368,175.0,360,1.0,Urban,Y
LP000628,WSHG0199,15,1,19924.41,0.88,80.4,Female,Yes,0,Graduate,Yes,10745,138,181.0,180,1.0,Semiurban,Y
LP000629,WSHG0028,15,10,36375.04,0.82,54.4,Female,Yes,1,Not Graduate,Yes,4067,4923,308.0,300,1.0,Rural,Y
LP000630,WSHG0128,13,4,61320.48,0.74,83.8,Female,No,0,Graduate,No,11596,4941,169.0,240,1.0,Urban,Y
LP000631,WSHG0052,10,3,12602.97,0.96,53.2,Female,Yes,3+,Not Graduate,Yes,6087,3373,180.0,240,1.0,Semiurban,Y
LP000632,WSHG0083,19,6,25838.96,0.61,79.8,Female,Yes,0,Not Graduate,No,6422,1315,50.0,240,1.0,Rural,Y
LP000633,WSHG0111,17,7,25723.93,0.73,87.0,Female,Yes,1,Not Graduate,Yes,6546,73,283.0,360,1.0,Rural,Y
LP000634,WSHG0144,11,4,37401.42,0.62,60.5,Female,No,2,Graduate,No,4394,3846,,360,1.0,Rural,Y
LP000635,WSHG0117,10,7,78527.66,0.91,92.1,Female,Yes,2,Not Graduate,Yes,8703,483,247.0,360,1.0,Rural,Y
LP000636,WSHG0069,11,9,10062.69,0.88,51.5,Female,Yes,1,Not Graduate,No,8978,4111,101.0,240,1.0,Rural,Y
LP000637,WSHG0099,10,11,43902.57,0.73,92.2,Female,Yes,3+,Graduate,Yes,6774,1549,191.0,360,1.0,Urban,Y
LP000638,WSHG0140,10,2,18452.35,0.87,73.0,Female,No,1,Graduate,Yes,10792,1359,159.0,360,0.0,Rural,N
LP000639,WSHG0025,18,11,77800.74,0.76,60.9,Female,No,1,Graduate,Yes,11328,1896,98.0,360,1.0,Semiurban,Y
LP000640,WSHG0180,10,3,13497.76,0.9,56.7,Female,Yes,0,Not Graduate,Yes,11147,4224,254.0,180,1.0,Urban,Y
LP000641,WSHG0123,13,5,35270.08,0.78,97.7,Female,No,1,Graduate,Yes,5113,510,275.0,480,0.0,Semiurban,N
LP000642,WSHG0053,19,3,60341.37,0.76,53.6,Female,Yes,,Not Graduate,Yes,1538,422,97.0,300,1.0,Rural,N
LP000643,WSHG0151,15,11,57841.58,0.97,60.0,Female,Yes,2,Graduate,No,4584,2432,136.0,480,1.0,Semiurban,Y
LP000644,WSHG0144,16,8,36704.65,0.7,67.4,Female,No,2,Graduate,Yes,7765,1906,138.0,120,1.0,Rural,Y
LP000645,WSHG0057,11,12,30989.31,0.65,81.0,Female,No,1,Not Graduate,No,8098,4327,357.0,240,1.0,Rural,Y
LP000646,WSHG0039,15,10,34820.93,0.83,77.2,Female,No,0,Not Graduate,No,3915,958,132.0,180,1.0,Semiurban,Y
LP000647,WSHG0109,16,8,24820.72,0.99,56.3,Female,No,0,Not Graduate,Yes,2258,824,170.0,360,1.0,Urban,Y
LP000648,WSHG0181,19,8,20399.97,0.75,64.5,Female,Yes,1,Not Graduate,No,5842,64,94.0,300,0.0,Semiurban,N
LP000649,WSHG0042,19,12,41227.98,0.62,61.9,Female,No,2,Not Graduate,,8566,4928,163.0,360,1.0,Rural,Y
LP000650,WSHG0186,11,12,25140.03,0.74,60.7,Female,Yes,2,Graduate,Yes,4616,4710,228.0,360,1.0,Rural,Y
LP000651,WSHG0167,11,9,26559.62,0.8,70.6,Female,Yes,0,Graduate,Yes,2264,3348,397.0,360,1.0,Rural,Y
LP000652,WSHG0142,19,4,54256.7,0.66,85.2,Female,Yes,1,Not Graduate,No,11006,800,184.0,360,1.0,Semiurban,Y
LP000653,WSHG0122,16,5,77640.3,0.86,60.9,Female,Yes,1,Not Graduate,Yes,5529,277,108.0,360,1.0,Rural,Y
LP000654,WSHG0133,10,5,50272.79,1.0,68.3,Female,Yes,1,Not Graduate,Yes,7945,1717,279.0,360,1.0,Urban,Y
LP000655,WSHG0163,17,8,10773.46,0.78,69.5,Female,Yes,0,Graduate,Yes,8943,2413,116.0,300,1.0,Rural,Y
LP000656,WSHG0075,12,7,10668.77,0.74,98.8,Female,Yes,0,Graduate,No,2817,1238,333.0,360,1.0,Rural,Y
LP000657,WSHG0146,15,9,76356.74,0.76,97.7,Female,Yes,0,Graduate,Yes,2200,4523,270.0,360,0.0,Semiurban,N
LP000658,WSHG0076,18,14,27296.81,0.65,90.0,Female,Yes,0,Not Graduate,No,9027,1486,117.0,300,0.0,Rural,N
LP000659,WSHG0009,15,8,11905.02,0.95,62.1,Female,Yes,0,Not Graduate,No,5883,4681,353.0,480,1.0,Semiurban,Y
LP000660,WSHG0074,18,2,49928.34,0.77,53.4,Female,Yes,0,Not Graduate,No,11893,3298,201.0,120,1.0,Urban,N
LP000661,WSHG0186,16,10,51773.66,0.75,65.8,Female,No,2,Graduate,No,3093,4470,386.0,300,1.0,Rural,Y
LP000662,WSHG0145,18,12,53637.86,0.86,63.3,Female,No,1,Not Graduate,No,5645,2995,46.0,180,0.0,Rural,Y
LP000663,WSHG0007,11,4,25055.15,0.78,75.3,Female,No,3+,Not Graduate,Yes,10922,92,252.0,180,1.0,Urban,Y
LP000664,WSHG0174,17,6,6133.3,0.86,88.9,Female,Yes,0,Graduate,Yes,8207,3531,323.0,360,1.0,Semiurban,Y
LP000665,WSHG0141,17,12,77376.15,0.62,92.9,Female,No,1,Not Graduate,Yes,8497,1840,339.0,480,0.0,Urban,N
LP000666,WSHG0168,11,2,23816.98,0.93,92.2,Female,Yes,1,Graduate,Yes,8526,3527,248.0,360,1.0,Rural,Y
LP000667,WSHG0170,13,7,55701.97,0.98,68.0,Female,Yes,0,Graduate,Yes,4112,1621,263.0,480,0.0,Rural,N
LP000668,WSHG0137,16,3,57997.24,0.86,84.4,Female,Yes,2,Not Graduate,Yes,8899,1561,277.0,240,1.0,Rural,Y
LP000669,WSHG0178,13,13,50750.56,0.98,65.6,Female,No,0,Not Graduate,Yes,3408,1416,81.0,180,1.0,Rural,Y
LP000670,WSHG0027,13,3,28468.05,0.66,53.0,Female,Yes,3+,Graduate,No,8454,2964,44.0,360,1.0,Semiurban,Y
LP000671,WSHG0122,15,11,25332.22,0.79,85.1,Female,Yes,3+,Not Graduate,Yes,3290,4190,353.0,360,0.0,Rural,N
LP000672,WSHG0194,19,2,49825.12,0.84,50.5,Female,Yes,1,Graduate,No,9668,1130,141.0,120,1.0,Semiurban,Y
LP000673,WSHG0005,15,11,69957.17,0.83,70.5,Female,No,1,Not Graduate,Yes,4428,1413,213.0,480,,Rural,Y
LP000674,WSHG0029,19,8,76005.03,0.76,66.5,Female,Yes,2,Not Graduate,No,10780,3597,389.0,360,1.0,Urban,Y
LP000675,WSHG0165,12,6,12942.94,0.74,84.7,Female,Yes,1,Not Graduate,No,9181,3744,36.0,480,0.0,Rural,N
LP000676,WSHG0166,18,1,16612.15,0.65,88.3,Female,Yes,2,Not Graduate,Yes,6751,2118,80.0,300,1.0,Rural,Y
LP000677,WSHG0083,19,12,75855.22,0.76,65.2,Female,Yes,0,Graduate,Yes,5627,663,343.0,300,1.0,Semiurban,Y
LP000678,WSHG0136,11,1,60240.14,0.67,90.6,Female,No,0,Graduate,Yes,6463,2634,270.0,360,0.0,Rural,N
LP000679,WSHG0109,15,7,71224.54,0.89,64.7,Female,Yes,1,Not Graduate,Yes,6811,2774,274.0,360,0.0,Semiurban,N
LP000680,WSHG0065,16,8,20197.45,0.68,72.3,Female,No,1,Graduate,No,10857,3969,394.0,240,1.0,Rural,Y
LP000681,WSHG0086,18,5,49068.94,0.62,86.4,Female,Yes,3+,Not Graduate,No,10292,3490,396.0,480,1.0,Urban,Y
LP000682,WSHG0145,12,12,57585.47,0.82,84.6,Female,No,0,Graduate,Yes,3525,1571,215.0,360,1.0,Semiurban,Y
LP000683,WSHG0071,19,11,56008.39,0.84,99.4,Female,Yes,2,Graduate,Yes,11276,1523,316.0,120,1.0,Semiurban,Y
LP000684,WSHG0045,12,5,35611.38,0.95,61.3,Female,Yes,0,Graduate,Yes,9315,987,121.0,180,1.0,Urban,Y
LP000685,WSHG0132,16,4,6154.62,0.83,83.1,Female,Yes,1,Not Graduate,Yes,2487,3238,135.0,300,1.0,Urban,Y
LP000686,WSHG0036,13,14,48719.45,0.74,80.5,Female,Yes,1,Graduate,No,6810,3845,42.0,300,1.0,Semiurban,Y
LP000687,WSHG0070,17,6,23982.62,0.92,95.8,Female,Yes,1,Not Graduate,Yes,3465,3693,175.0,360,,Semiurban,Y
LP000688,WSHG0159,16,14,38769.07,0.82,57.8,Female,,0,Graduate,Yes,8816,98,,180,1.0,Semiurban,Y
LP000689,WSHG0019,14,6,76818.58,0.63,87.6,Female,Yes,,Graduate,Yes,11131,2288,232.0,360,1.0,Rural,Y
LP000690,WSHG0189,16,3,34927.65,0.83,78.4,Female,No,2,Not Graduate,Yes,2368,1514,170.0,360,1.0,Urban,Y
LP000691,WSHG0108,12,9,67985.12,0.96,63.7,Female,,1,Not Graduate,No,3563,4297,144.0,240,0.0,Semiurban,Y
LP000692,WSHG0182,11,12,19140.55,0.76,73.7,Female,Yes,1,Not Graduate,Yes,2629,633,181.0,360,1.0,Rural,N
LP000693,WSHG0167,15,11,55434.54,0.72,66.7,Female,No,2,Not Graduate,No,5878,4841,86.0,240,1.0,Rural,Y
LP000694,WSHG0091,11,14,78275.52,0.66,79.0,Female,No,2,Graduate,No,6654,4585,186.0,180,1.0,Rural,Y
LP000695,WSHG0090,12,7,12641.98,0.66,94.5,Female,Yes,1,Graduate,Yes,7756,578,339.0,360,1.0,Rural,Y
LP000696,WSHG0019,15,1,5624.0,0.77,78.5,Female,No,0,Not Graduate,Yes,7951,3959,162.0,480,0.0,Rural,N
LP000697,WSHG0039,14,13,37518.71,0.84,81.6,Female,Yes,3+,Graduate,No,3434,272,192.0,240,1.0,Rural,Y
LP000698,WSHG0126,17,7,11946.91,0.63,75.9,Female,Yes,1,Not Graduate,No,2576,4881,304.0,300,1.0,Rural,Y
LP000699,WSHG0195,18,5,61128.83,0.98,52.6,Female,No,0,Not Graduate,No,6700,3954,212.0,240,1.0,Semiurban,Y
LP000700,WSHG0173,12,5,73591.15,0.9,61.6,Female,Yes,0,Graduate,Yes,3139,3927,106.0,240,0.0,Rural,N
LP000701,WSHG0141,19,14,37551.57,0.83,74.6,Female,Yes,2,Not Graduate,No,11084,452,354.0,300,1.0,Rural,Y
LP000702,WSHG0126,12,13,24403.37,0.93,65.5,Female,Yes,0,Graduate,Yes,7885,1175,,360,1.0,Semiurban,Y
LP000703,WSHG0058,12,2,37580.25,0.63,59.1,Female,No,,Graduate,No,9722,4911,235.0,120,1.0,Urban,Y
LP000704,WSHG0148,15,4,59258.59,0.79,75.2,Female,No,0,Graduate,No,9496,413,67.0,480,1.0,Semiurban,Y
LP000705,WSHG0200,10,12,5679.06,0.85,66.1,Female,Yes,2,Not Graduate,Yes,2203,1550,347.0,120,1.0,Rural,N
LP000706,WSHG0061,16,6,49209.05,0.93,62.9,Female,No,1,Graduate,No,10560,4526,51.0,360,1.0,Semiurban,Y
LP000707,WSHG0127,10,10,50996.88,0.91,73.2,Female,No,1,Not Graduate,Yes,6980,4990,102.0,360,1.0,Rural,Y
LP000708,WSHG0105,14,11,52826.62,0.71,56.7,Female,Yes,3+,Not Graduate,No,9924,1946,270.0,360,1.0,Rural,Y
LP000709,WSHG0167,19,7,23151.66,0.98,96.4,Female,Yes,1,Not Graduate,Yes,9277,191,183.0,180,1.0,Rural,Y
LP000710,WSHG0001,17,11,58553.95,0.65,93.4,Female,No,1,Not Graduate,No,6862,40,266.0,360,1.0,Semiurban,Y
LP000711,WSHG0131,13,5,11854.36,0.95,85.4,Female,No,0,Not Graduate,Yes,2450,1859,34.0,360,1.0,Semiurban,Y
LP000712,WSHG0092,14,9,19945.28,0.99,55.3,Female,No,0,Graduate,No,9750,1332,250.0,360,1.0,Semiurban,Y
LP000713,WSHG0190,13,3,70810.25,0.67,88.8,Female,Yes,0,Not Graduate,Yes,4318,3449,339.0,360,1.0,Rural,Y
LP000714,WSHG0191,13,1,60404.24,0.89,90.4,Female,Yes,2,Not Graduate,Yes,5100,135,115.0,300,0.0,Semiurban,N
LP000715,WSHG0113,17,4,6030.92,0.62,88.4,Female,,0,Not Graduate,Yes,9993,4201,206.0,360,,Rural,Y
LP000716,WSHG0153,11,9,23628.22,0.76,55.7,Female,Yes,0,Not Graduate,No,9345,4614,288.0,480,1.0,Rural,N
LP000717,WSHG0056,10,4,21080.49,0.81,82.2,Female,Yes,1,Not Graduate,Yes,4444,1941,249.0,360,1.0,Rural,Y
LP000718,WSHG0161,12,2,25310.47,0.83,91.7,Female,No,2,Not Graduate,Yes,7755,1565,67.0,360,1.0,Semiurban,Y
LP000719,WSHG0166,18,10,23566.98,0.97,78.9,Female,Yes,2,Not Graduate,Yes,9080,4221,171.0,360,1.0,Rural,Y
LP000720,WSHG0117,13,14,9689.47,0.87,82.3,Female,No,0,Not Graduate,No,11615,388,264.0,360,1.0,Semiurban,Y
LP000721,WSHG0134,19,14,39420.54,0.79,72.9,Female,Yes,0,Not Graduate,Yes,10008,1558,232.0,360,1.0,Urban,Y
LP000722,WSHG0058,14,5,59955.01,0.92,76.4,Female,Yes,3+,Graduate,Yes,11580,2121,,360,0.0,Rural,Y
LP000723,WSHG0044,11,3,50504.88,0.98,51.7,Female,Yes,0,Not Graduate,Yes,6764,1028,323.0,300,1.0,Semiurban,Y
LP000724,WSHG0173,13,13,55465.38,0.61,81.9,Female,Yes,3+,Graduate,Yes,11573,3534,201.0,360,1.0,Rural,Y
LP000725,WSHG0160,11,12,11086.19,0.99,54.1,Female,Yes,3+,Not Graduate,Yes,9018,81,154.0,360,,Rural,N
LP000726,WSHG0173,11,13,76361.8,0.63,71.8,Female,No,2,Not Graduate,Yes,9622,775,355.0,300,1.0,Rural,Y
LP000727,WSHG0061,13,9,67886.89,0.93,64.6,Female,No,0,Not Graduate,No,2678,3038,94.0,300,0.0,Urban,N
LP000728,WSHG0047,15,4,65381.77,0.71,77.3,Female,Yes,2,Graduate,No,5355,4373,310.0,360,1.0,Rural,Y
LP000729,WSHG0149,16,6,66723.79,0.65,56.7,Female,Yes,2,Not Graduate,Yes,10023,2887,301.0,360,1.0,Semiurban,Y
LP000730,WSHG0080,19,2,74953.29,0.78,84.6,Female,No,1,Not Graduate,Yes,7537,1878,273.0,180,1.0,Rural,Y
LP000731,WSHG0118,12,6,45819.05,0.86,89.8,Female,Yes,1,Graduate,No,2027,2271,44.0,360,0.0,Urban,Y
LP000732,WSHG0164,12,3,20021.15,0.75,58.2,Female,,0,Not Graduate,,3559,1607,255.0,360,0.0,Urban,N
LP000733,WSHG0147,19,12,51258.77,0.62,55.2,Female,Yes,0,Not Graduate,No,10790,3139,160.0,300,1.0,Semiurban,Y
LP000734,WSHG0020,15,12,60716.11,0.84,57.3,Female,No,1,Not Graduate,Yes,1711,605,224.0,240,1.0,Urban,Y
LP000735,WSHG0185,12,9,60343.8,0.96,93.9,Female,Yes,1,Graduate,Yes,3214,4735,322.0,480,1.0,Rural,Y
LP000736,WSHG0146,11,11,44108.68,0.75,76.4,Female,Yes,1,Not Graduate,Yes,4188,3414,238.0,360,1.0,Semiurban,Y
LP000737,WSHG0047,17,2,10134.4,0.69,73.4,Female,No,1,Not Graduate,No,4766,3665,142.0,240,0.0,Semiurban,N
LP000738,WSHG0049,14,12,32833.47,0.78,55.3,Female,Yes,1,Graduate,Yes,6649,2144,273.0,180,1.0,Semiurban,Y
LP000739,WSHG0014,10,12,74057.5,0.62,82.5,Female,Yes,2,Graduate,Yes,10724,4270,195.0,300,1.0,Urban,Y
LP000740,WSHG0143,12,9,48833.67,0.93,93.4,Female,,3+,Not Graduate,Yes,2832,3765,220.0,360,0.0,Rural,Y
LP000741,WSHG0159,19,5,45374.9,0.93,91.4,Female,No,0,Not Graduate,No,8320,1376,286.0,240,0.0,Rural,Y
LP000742,WSHG0001,17,8,25164.01,0.84,81.3,Female,Yes,1,Not Graduate,No,11532,3462,356.0,360,1.0,Rural,Y
LP000743,WSHG0117,13,2,32633.67,0.74,53.8,Female,No,0,Graduate,Yes,7391,347,247.0,300,1.0,Urban,N
LP000744,WSHG0054,16,6,72150.96,0.92,55.6,Female,No,2,Graduate,,6186,0,,360,0.0,Urban,N
LP000745,WSHG0118,19,3,54984.73,0.82,52.5,Female,Yes,2,Graduate,No,11830,62,304.0,300,1.0,Semiurban,Y
LP000746,WSHG0003,11,12,64054.03,0.93,62.9,Female,No,3+,Graduate,Yes,5591,1783,81.0,360,1.0,Semiurban,Y
LP000747,WSHG0144,16,12,39075.91,0.85,56.8,Female,Yes,0,Not Graduate,Yes,1943,3814,187.0,480,1.0,Semiurban,Y
LP000748,WSHG0185,14,14,52268.54,0.91,63.0,Female,Yes,3+,Not Graduate,Yes,11190,225,392.0,240,0.0,Semiurban,N
LP000749,WSHG0012,14,10,23628.77,0.84,69.3,Female,Yes,0,Not Graduate,No,2426,1042,84.0,240,1.0,Rural,N
LP000750,WSHG0074,15,5,57909.56,0.77,97.1,Female,Yes,2,Graduate,Yes,7746,844,43.0,360,1.0,Semiurban,Y
LP000751,WSHG0016,18,12,37070.1,0.98,80.5,Female,Yes,0,Not Graduate,No,2122,2680,298.0,240,1.0,Semiurban,Y
LP000752,WSHG0200,15,8,38190.91,0.82,91.7,Female,Yes,3+,Graduate,Yes,11171,4119,369.0,360,0.0,Semiurban,N
LP000753,WSHG0102,17,10,53699.17,0.84,85.5,Female,Yes,1,Graduate,Yes,4537,1234,,180,1.0,Rural,Y
LP000754,WSHG0152,16,14,75221.05,0.69,55.6,Female,No,2,Not Graduate,No,1733,1984,56.0,180,1.0,Semiurban,Y
LP000755,WSHG0156,18,1,9800.48,0.85,86.8,Female,Yes,2,Not Graduate,Yes,11309,4256,118.0,480,1.0,Urban,Y
LP000756,WSHG0117,13,5,66855.74,0.83,63.8,Female,No,0,Not Graduate,Yes,4191,1278,70.0,360,0.0,Semiurban,N
LP000757,WSHG0008,11,3,26928.73,0.67,82.0,Female,Yes,0,Graduate,No,11722,1594,333.0,360,0.0,Semiurban,N
LP000758,WSHG0122,16,4,38293.96,0.62,67.0,Female,Yes,3+,Not Graduate,No,8902,2551,297.0,240,1.0,Semiurban,Y
LP000759,WSHG0092,15,2,6643.5,0.84,99.9,Female,Yes,1,Not Graduate,No,1886,1952,167.0,240,0.0,Semiurban,N
LP000760,WSHG0164,10,9,27578.46,0.91,63.2,Female,Yes,0,Not Graduate,No,3134,1695,35.0,360,,Rural,Y
LP000761,WSHG0090,18,3,42697.34,0.81,64.0,Female,Yes,1,Graduate,No,9610,954,271.0,300,1.0,Semiurban,Y
LP000762,WSHG0136,18,2,9213.21,0.69,96.5,Female,No,1,Not Graduate,Yes,5633,3291,191.0,300,0.0,Semiurban,N
LP000763,WSHG0186,11,10,41832.18,0.87,51.2,Female,No,0,Not Graduate,Yes,10876,356,209.0,120,0.0,Semiurban,Y
LP000764,WSHG0060,12,11,74533.3,0.63,84.8,Female,No,0,Not Graduate,No,7081,3595,326.0,300,1.0,Semiurban,Y
LP000765,WSHG0178,14,9,12904.49,0.78,86.3,Female,Yes,0,Graduate,Yes,3467,968,35.0,360,1.0,Semiurban,Y
LP000766,WSHG0028,14,7,62333.05,0.67,91.8,Female,No,,Graduate,No,7068,241,300.0,360,1.0,Semiurban,Y
LP000767,WSHG0101,10,6,35725.33,0.67,98.7,Female,Yes,3+,Graduate,No,8784,3446,301.0,360,1.0,Semiurban,Y
LP000768,WSHG0041,17,1,54138.03,0.68,98.8,Female,Yes,3+,Graduate,Yes,9932,4234,185.0,360,1.0,Urban,Y
LP000769,WSHG0192,17,5,24517.74,0.75,53.3,Female,No,2,Not Graduate,No,6645,2144,114.0,360,0.0,Semiurban,N
LP000770,WSHG0155,13,12,16961.92,0.62,91.1,Female,Yes,0,Graduate,Yes,7267,146,229.0,360,1.0,Urban,Y
LP000771,WSHG0191,16,11,17034.7,0.76,82.3,Female,Yes,3+,Graduate,Yes,10253,542,39.0,360,1.0,Semiurban,Y
LP000772,WSHG0145,19,14,10286.9,0.8,82.4,Female,Yes,1,Graduate,No,3499,691,167.0,240,1.0,Rural,Y
LP000773,WSHG0161,12,11,18923.5,0.79,56.4,Female,Yes,0,Graduate,Yes,6401,1025,271.0,240,1.0,Urban,N
LP000774,WSHG0157,15,3,54816.45,0.75,82.5,Female,No,3+,Graduate,Yes,11621,4050,230.0,480,1.0,Semiurban,Y
LP000775,WSHG0141,19,1,71126.8,0.94,99.1,Female,Yes,2,Not Graduate,Yes,4279,4005,185.0,120,1.0,Urban,Y
LP000776,WSHG0046,19,4,66059.43,0.66,95.6,Female,No,2,Not Graduate,No,11367,3359,304.0,180,,Semiurban,Y
LP000777,WSHG0035,18,13,56385.07,0.8,72.0,Female,Yes,2,Graduate,No,7692,2951,254.0,360,1.0,Rural,Y
LP000778,WSHG0134,10,2,13282.39,0.62,52.0,Female,Yes,0,Graduate,No,3177,729,97.0,360,1.0,Rural,N
LP000779,WSHG0082,14,2,26689.06,0.63,68.1,Female,Yes,0,Graduate,No,11343,4499,213.0,360,1.0,Semiurban,N
LP000780,WSHG0115,13,3,28235.52,0.83,91.3,Female,Yes,2,Graduate,Yes,5677,2555,224.0,300,1.0,Urban,Y
LP000781,WSHG0197,17,8,23746.77,0.83,85.1,Female,Yes,0,Not Graduate,No,8711,1150,71.0,480,1.0,Semiurban,Y
LP000782,WSHG0047,10,8,43625.42,0.95,73.0,Female,No,1,Not Graduate,No,9373,1735,180.0,360,0.0,Rural,N
LP000783,WSHG0153,18,12,45166.54,0.82,52.8,Female,No,2,Not Graduate,Yes,5341,1038,113.0,360,1.0,Semiurban,Y
LP000784,WSHG0194,15,7,31766.45,0.98,71.3,Female,No,2,Not Graduate,Yes,8598,2912,163.0,120,1.0,Semiurban,Y
LP000785,WSHG0010,13,6,31534.19,0.62,73.5,Female,No,,Graduate,No,7916,4840,338.0,240,1.0,Rural,Y
LP000786,WSHG0056,18,9,67141.67,0.64,96.4,Female,No,2,Not Graduate,No,6385,2540,,300,1.0,Rural,Y
LP000787,WSHG0030,14,4,64196.96,0.62,82.1,Female,Yes,2,Not Graduate,No,2094,4414,327.0,240,1.0,Rural,Y
LP000788,WSHG0109,14,12,28084.69,0.67,65.6,Female,No,2,Not Graduate,No,4112,1242,59.0,180,1.0,Rural,Y
LP000789,WSHG0005,14,1,73534.13,0.82,76.3,Female,Yes,0,Graduate,Yes,7859,772,38.0,240,1.0,Rural,Y
LP000790,WSHG0119,10,8,76461.13,0.86,53.3,Female,Yes,0,Not Graduate,No,2996,1916,199.0,360,1.0,Rural,Y
LP000791,WSHG0033,10,7,29505.69,0.62,98.6,Female,Yes,1,Not Graduate,Yes,5055,3412,319.0,360,1.0,Urban,Y
LP000792,WSHG0118,17,7,31581.87,0.98,68.0,Female,Yes,0,Not Graduate,Yes,6361,2499,,360,1.0,Rural,Y
LP000793,WSHG0065,17,3,42922.56,0.94,73.9,Female,Yes,0,Graduate,No,6266,3440,373.0,120,0.0,Rural,N
